eventId,eventDate,longitude,latitude,depth,magnitudeType,magnitude,area
546661,"2023-02-13T15:21:21",38.701,38.203,13.69,"MW",4.2,"Pütürge (Malatya)"
546659,"2023-02-13T15:18:10",36.496,36.8,6.81,"MW",3.8,"Hassa (Hatay)"
546657,"2023-02-13T15:15:03",36.289,37.86,8.56,"MW",4.2,"Göksun (Kahramanmaraş)"
546654,"2023-02-13T14:47:55",38.575,38.162,7.04,"ML",3.9,"Battalgazi (Malatya)"
546653,"2023-02-13T14:32:25",38.516,38.159,7,"ML",3,"Battalgazi (Malatya)"
546652,"2023-02-13T14:45:44",37.847,37.81,8.36,"MW",3.8,"Tut (Adıyaman)"
546648,"2023-02-13T14:28:15",38.586,38.146,7.35,"ML",4.5,"Battalgazi (Malatya)"
546642,"2023-02-13T14:08:03",37.295,38.019,7,"ML",3.9,"Nurhak (Kahramanmaraş)"
546640,"2023-02-13T14:00:13",37.249,38.039,7.26,"ML",3.9,"Nurhak (Kahramanmaraş)"
546636,"2023-02-13T13:58:44",37.388,38.043,5.62,"ML",3.3,"Nurhak (Kahramanmaraş)"
546629,"2023-02-13T12:50:14",35.984,36.029,11.55,"MW",3.4,"Samandağ (Hatay)"
546628,"2023-02-13T12:57:19",37.736,38.354,7,"ML",3.5,"Akçadağ (Malatya)"
546613,"2023-02-13T11:52:29",36.317,37.874,7,"ML",3.3,"Göksun (Kahramanmaraş)"
546610,"2023-02-13T11:59:17",36.575,36.919,6.96,"MW",4.6,"İslahiye (Gaziantep)"
546597,"2023-02-13T11:09:59",37.801,38.1,7.04,"ML",3.6,"Doğanşehir (Malatya)"
546592,"2023-02-13T10:41:06",37.209,37.456,12.46,"ML",3.4,"Pazarcık (Kahramanmaraş)"
546591,"2023-02-13T10:51:19",37.939,37.926,9.15,"ML",3.3,"Doğanşehir (Malatya)"
546588,"2023-02-13T10:10:26",36.923,38.153,7,"ML",3.1,"Afşin (Kahramanmaraş)"
546584,"2023-02-13T09:59:40",36.766,38.049,7.01,"ML",3.6,"Göksun (Kahramanmaraş)"
546579,"2023-02-13T09:39:07",36.927,37.392,8.52,"ML",3,"Türkoğlu (Kahramanmaraş)"
546576,"2023-02-13T09:55:42",38.503,38.178,11.31,"MW",3.7,"Battalgazi (Malatya)"
546571,"2023-02-13T09:23:03",37.406,38.052,7.45,"ML",3.8,"Nurhak (Kahramanmaraş)"
